Code,Parent Code,Full Code,Meaning,Effective From Date,Effective To Date,Usage Guidelines,Notes,SortPolicyOrder,,
018,MD71,MD71018,Being concerned in offer to supply controlled drug - Class B,,31/08/2002,Section: 4(3)(c),,MD710180,,
019,MD71,MD71019,Being concerned in offer to supply controlled drug - Class C,,21/01/2004,Section: 4(3)(c),,MD710190,,
020,MD71,MD71020,Possess controlled drug - Class A,,31/08/2002,Section: 5(2),,MD710200,,
021,MD71,MD71021,Possess controlled drug - Class B,,31/08/2002,Section: 5(2),,MD710210,,
022,MD71,MD71022,Possess controlled drug - other Class C,,,Section: 5(2),,MD710220,,
023,MD71,MD71023,Possess controlled drug - class not specified,,31/08/2002,Section: 5(2),,MD710230,,
024,MD71,MD71024,Possess controlled drug with intent to supply - Class A,,31/08/2002,Section: 5(3),,MD710240,,
025,MD71,MD71025,Possess controlled drug with intent to supply - Class B,,31/08/2002,Section: 5(3),,MD710250,,
026,MD71,MD71026,Possess controlled drug with intent to supply - Class C,,21/01/2004,Section: 5(3),,MD710260,,
027,MD71,MD71027,Possess controlled drug with intent to supply - class not specified,,31/08/2002,Section: 5(3),,MD710270,,
029,MD71,MD71029,Cultivating cannabis plant,,24/01/2004,Section: 6(2),,MD710290,,
030,MD71,MD71030,Permit premises to be used for producing controlled drug - Class A,,01/01/1901,Section: 8(a),,MD710300,,
031,MD71,MD71031,Permit premises to be used for producing controlled drug - Class B,,01/01/1901,Section: 8(a),,MD710310,,
032,MD71,MD71032,Permit premises to be used for producing controlled drug - Class C,,01/01/1901,Section: 8(a),,MD710320,,
033,MD71,MD71033,Permit premises to be used for attempting to produce controlled drug - Class A,,01/01/1901,Section: 8(a),,MD710330,,
034,MD71,MD71034,Permit premises to be used for attempting to produce controlled drug - Class B,,01/01/1901,Section: 8(a),,MD710340,,
035,MD71,MD71035,Permit premises to be used for attempting to produce controlled drug - Class C,,01/01/1901,Section: 8(a),,MD710350,,
036,MD71,MD71036,Permit premises to be used for supplying controlled drug - Class A,,01/01/1901,Section: 8(b),,MD710360,,
037,MD71,MD71037,Permit premises to be used for supplying controlled drug - Class B,,01/01/1901,Section: 8(b),,MD710370,,
038,MD71,MD71038,Permit premises to be used for supplying controlled drug - Class C,,01/01/1901,Section: 8(b),,MD710380,,
039,MD71,MD71039,Permit premises to be used for attempting to supply controlled drug - Class A,,01/01/1901,Section: 8(b),,MD710390,,
040,MD71,MD71040,Permitting premises to be used for attempting to supply controlled drug - Class B,,01/01/1901,Section: 8(b),,MD710400,,
041,MD71,MD71041,Permitting premises to be used for attempting to supply controlled drug - Class C,,01/01/1901,Section: 8(b),,MD710410,,
042,MD71,MD71042,Permitting premises to be used for preparing opium for smoking,,,Section: 8(c),,MD710420,,
043,MD71,MD71043,Permitting premises to be used for smoking cannabis,,28/01/2004,Section: 8(d),,MD710430,,
044,MD71,MD71044,Permitting premises to be used for smoking cannabis resin,,28/01/2004,Section: 8(d),,MD710440,,
045,MD71,MD71045,Permitting premises to be used for smoking prepared opium,,,Section: 8(d),,MD710450,,
046,MD71,MD71046,Smoking prepared opium,,,Section: 9(a),,MD710460,,
047,MD71,MD71047,Using prepared opium,,,Section: 9(a),,MD710470,,
048,MD71,MD71048,Frequenting place used for purpose of smoking opium,,,Section: 9(b),,MD710480,,
049,MD71,MD71049,Possessing utensil made or adapted for smoking opium,,01/01/1901,Section: 9(c)(i),,MD710490,,
050,MD71,MD71050,Possessing utensil used for preparing opium for smoking,,,Section: 9(c)(ii),,MD710500,,
051,MD71,MD71051,Supplying article for administering controlled drug,,,Section: 9A(1),,MD710510,,
052,MD71,MD71052,Offering to supply article for administering controlled drug,,,Section: 9A(1),,MD710520,,
053,MD71,MD71053,Supplying article for preparing controlled drug,,,Section: 9A(3),,MD710530,,
054,MD71,MD71054,Offering to supply article for preparing controlled drug,,,Section: 9A(3),,MD710540,,
055,MD71,MD71055,Contravening direction relating to safe custody of drug,,,Section: 11(2),,MD710550,,
056,MD71,MD71056,Practitioner contravene direction of Sec of State under s12(2) concerning possession prescription etc of controlled drug - Class A,,,Section: 12(6),,MD710560,,
057,MD71,MD71057,Practitioner contravene direction of Sec of State under s12(2) concerning possession prescription etc of controlled drug - Class B,,,Section: 12(6),,MD710570,,
058,MD71,MD71058,Practitioner contravene direction of Sec of State under s12(2) concerning possession prescription etc of controlled drug - Class C,,21/01/2004,Section: 12(6),,MD710580,,
059,MD71,MD71059,Practitioner contravene direction of Sec of State under s13(1) or s13(2) concerning prescription etc of controlled drug - Class A,,,Section: 13(3),,MD710590,,
060,MD71,MD71060,Practitioner contravening direction of Secretary of State under s13(1) or s13(2) of this Act concerning prescription etc of controlled drug - Class B,,,Section: 13(3),,MD710600,,
061,MD71,MD71061,Practitioner contravening direction of Sec of State under s13(1) or s13(2) concerning prescription etc of controlled drug - Class C,,21/01/2004,Section: 13(3),,MD710610,,
062,MD71,MD71062,Fail to comply with notice under s17(1) requiring information about prescribing supplying etc of drugs,,,Section: 17(3),,MD710620,,
063,MD71,MD71063,Making false return in respect of drug information notice,,,Section: 17(4),,MD710630,,
064,MD71,MD71064,Fail to comply with regs (other than offences coded under Misuse of Drugs (Safe Custody) Regs 1973),,,Section: 18(1),,MD710640,,
065,MD71,MD71065,Failing to comply with terms of drug licence,,,Section: 18(2),,MD710650,,
066,MD71,MD71066,Give false information on drug return,,,Section: 18(3),,MD710660,,
067,MD71,MD71067,Give false information to obtain drug licence,,,Section: 18(4),,MD710670,,
068,MD71,MD71068,Assisting commission of drug offence outside United Kingdom,,,Section: 20,,MD710680,,
069,MD71,MD71069,Inducing commission of drug offence outside United Kingdom,,,Section: 20,,MD710690,,
070,MD71,MD71070,Obstructing authorised person in exercise of powers under this section,,,Section: 23(4)(a),,MD710700,,
071,MD71,MD71071,Concealing article from person acting in exercise of powers under this section,,,Section: 23(4)(b),,MD710710,,
072,MD71,MD71072,Failing to produce article to person acting in exercise of powers under this section,,,Section: 23(4)(c),,MD710720,,
073,MD71,MD71073,Practitioner contravening direction of Secretary of State under s12(2) of this Act concerning possession prescription etc of controlled drug - class not specified,,31/08/2002,Section: 12(6),,MD710730,,
074,MD71,MD71074,Practitioner contravening direction of Secretary of State under s13(1) or s13(2) of this Act concerning prescription etc of controlled drug - class not specified,,31/08/2002,Section: 13(3),,MD710740,,
075,MD71,MD71075,Possessing pipe made or adapted for smoking opium,,01/01/1901,Section: 9(c)(i),,MD710750,,
081,MD71,MD71081,Importing controlled drug,,,Section: 3,,MD710810,,
082,MD71,MD71082,Exporting controlled drug,,,Section: 3,,MD710820,,
090,MD71,MD71090,Producing controlled drug - Class A - Cocaine,,,Section: 4(2)(a),,MD710900,,
091,MD71,MD71091,Producing controlled drug - Class A - diamorphine (heroin),,,Section: 4(2)(a),,MD710910,,
092,MD71,MD71092,Producing controlled drug - Class A - LSD,,,Section: 4(2)(a),,MD710920,,
093,MD71,MD71093,Producing controlled drug - Class A - MDMA,,,Section: 4(2)(a),,MD710930,,
094,MD71,MD71094,Producing controlled drug - Class A - Crack,,,Section: 4(2)(a),,MD710940,,
095,MD71,MD71095,Producing controlled drug - Class A - Methadone,,,Section: 4(2)(a),,MD710950,,
099,MD71,MD71099,Producing controlled drug - Class A - Other,,,Section: 4(2)(a),,MD710990,,
100,MD71,MD71100,Producing controlled drug - Class B - Amphetamine,,,Section: 4(2)(a),,MD711000,,
101,MD71,MD71101,Producing controlled drug - Class B - Cannabis,,28/01/2004,Section: 4(2)(a),,MD711010,,
104,MD71,MD71104,Producing controlled drug - Class B - Cannabis resin,,28/01/2004,Section: 4(2)(a),,MD711040,,
105,MD71,MD71105,Producing controlled drug - Class B - Other,,,Section: 4(2)(a),,MD711050,,
109,MD71,MD71109,Producing controlled drug - class not specified,,31/08/2002,Section: 4(2)(a),,MD711090,,
110,MD71,MD71110,Being concerned in producing controlled drug - Class A - Cocaine,,,Section: 4(2)(b),,MD711100,,
111,MD71,MD71111,Being concerned in producing controlled drug - Class A - diamorphine (heroin),,,Section: 4(2)(b),,MD711110,,
112,MD71,MD71112,Being concerned in producing controlled drug - Class A - LSD,,,Section: 4(2)(b),,MD711120,,
113,MD71,MD71113,Being concerned in producing controlled drug - Class A - MDMA,,,Section: 4(2)(b),,MD711130,,
114,MD71,MD71114,Being concerned in producing controlled drug - Class A - Crack,,,Section: 4(2)(b),,MD711140,,
115,MD71,MD71115,Being concerned in producing controlled drug - Class A - Methadone,,,Section: 4(2)(b),,MD711150,,
119,MD71,MD71119,Being concerned in producing controlled drug - Class A - Other,,,Section: 4(2)(b),,MD711190,,
120,MD71,MD71120,Being concerned in producing controlled drug - Class B - Amphetamine,,,Section: 4(2)(b),,MD711200,,
121,MD71,MD71121,Being concerned in producing controlled drug - Class B - Cannabis,,28/01/2004,Section: 4(2)(b),,MD711210,,
124,MD71,MD71124,Being concerned in producing controlled drug - Class B - Cannabis resin,,28/01/2004,Section: 4(2)(b),,MD711240,,
125,MD71,MD71125,Being concerned in producing controlled drug - Class B - Other,,,Section: 4(2)(b),,MD711250,,
129,MD71,MD71129,Being concerned in producing controlled drug - class not specified,,31/08/2002,Section: 4(2)(b),,MD711290,,
130,MD71,MD71130,Supplying controlled drug - Class A - Cocaine,,,Section: 4(3)(a),,MD711300,,
130C,MD71,MD71130C,Conspire to supply class A drug - cocaine,,,Section:,,MD71130C,,
131,MD71,MD71131,Supplying controlled drug - Class A - diamorphine (heroin),,,Section: 4(3)(a),,MD711310,,
131C,MD71,MD71131C,Conspire to supply controlled drug - Class A - Diamorphine (heroin),,,Section:,,MD71131C,,
132,MD71,MD71132,Supplying controlled drug - Class A - lysergic acid diethylamide (LSD),,,Section: 4(3)(a),,MD711320,,
132C,MD71,MD71132C,Conspire to supply controlled drug - Class A - lysergic acid diethylamide (LSD),,,Section:,,MD71132C,,
133,MD71,MD71133,"Supplying controlled drug - Class A - methylenedioxymethylamphetamine, (MDMA) (Ecstasy)",,,Section: 4(3)(a),,MD711330,,
133C,MD71,MD71133C,"Conspiring to supply controlled drug - Class A - methylenedioxymethylamphetamine, (MDMA) (Ecstasy)",,,Section:,,MD71133C,,
134,MD71,MD71134,Supplying controlled drug - Class A - Crack Cocaine,,,Section: 4(3)(a),,MD711340,,
134C,MD71,MD71134C,Conspiracy to supply controlled drug - Class A - Crack Cocaine,,,Section:,,MD71134C,,
135,MD71,MD71135,Supplying controlled drug - Class A - Methadone,,,Section: 4(3)(a),,MD711350,,
135C,MD71,MD71135C,Conspiracy to supply controlled drug - Class A - Methadone,,,Section:,,MD71135C,,
139,MD71,MD71139,Supplying controlled drug - Class A - Other,,,Section: 4(3)(a),,MD711390,,
139C,MD71,MD71139C,Conspiracy to supply controlled drug - Class A - Other,,,Section:,,MD71139C,,
140,MD71,MD71140,Supplying controlled drug - Class B - Amphetamine,,,Section: 4(3)(a),,MD711400,,
140C,MD71,MD71140C,Conspiracy to supply controlled drug - Class B - Amphetamine,,,Section:,,MD71140C,,
141,MD71,MD71141,Supplying controlled drug - Class B - Cannabis,,28/01/2004,Section: 4(3)(a),,MD711410,,
141C,MD71,MD71141C,Conspiracy to supply controlled drug - Class B - Cannabis,,28/01/2004,Section:,,MD71141C,,
144,MD71,MD71144,Supplying controlled drug - Class B - Cannabis resin,,28/01/2004,Section: 4(3)(a),,MD711440,,
144C,MD71,MD71144C,Conspiracy to supply controlled drug - Class B - Cannabis Resin,,28/01/2004,Section:,,MD71144C,,
145,MD71,MD71145,Supplying controlled drug - Class B - Other,,,Section: 4(3)(a),,MD711450,,
145C,MD71,MD71145C,Conspiracy to supply controlled drug - Class B - Other,,,Section:,,MD71145C,,
150,MD71,MD71150,Offering to supply controlled drug - Class A - Cocaine,,,Section: 4(3)(a),,MD711500,,
151,MD71,MD71151,Offering to supply controlled drug - Class A - diamorphine (heroin),,,Section: 4(3)(a),,MD711510,,
152,MD71,MD71152,Offering to supply controlled drug - Class A - LSD,,,Section: 4(3)(a),,MD711520,,
153,MD71,MD71153,Offering to supply controlled drug - Class A - MDMA,,,Section: 4(3)(a),,MD711530,,
154,MD71,MD71154,Offering to supply controlled drug - Class A - Crack,,,Section: 4(3)(a),,MD711540,,
155,MD71,MD71155,Offering to supply controlled drug - Class A - Methadone,,,Section: 4(3)(a),,MD711550,,
159,MD71,MD71159,Offering to supply controlled drug - Class A - Other,,,Section: 4(3)(a),,MD711590,,
160,MD71,MD71160,Offering to supply controlled drug - Class B - Amphetamine,,,Section: 4(3)(a),,MD711600,,
161,MD71,MD71161,Offering to supply controlled drug - Class B - Cannabis,,28/01/2004,Section: 4(3)(a),,MD711610,,
164,MD71,MD71164,Offering to supply controlled drug - Class B - Cannabis resin,,28/01/2004,Section: 4(3)(a),,MD711640,,
165,MD71,MD71165,Offering to supply controlled drug - Class B - Other,,,Section: 4(3)(a),,MD711650,,
169,MD71,MD71169,Offering to supply controlled drug - class not specified,,31/08/2002,Section: 4(3)(a),,MD711690,,
170,MD71,MD71170,Being concerned in supplying controlled drug - Class A - Cocaine,,,Section: 4(3)(b),,MD711700,,
171,MD71,MD71171,Being concerned in supplying controlled drug - Class A - diamorphine (heroin),,,Section: 4(3)(b),,MD711710,,
172,MD71,MD71172,Being concerned in supplying controlled drug - Class A - LSD,,,Section: 4(3)(b),,MD711720,,
173,MD71,MD71173,Being concerned in supplying controlled drug - Class A - MDMA,,,Section: 4(3)(b),,MD711730,,
